Split	SentIdx	StartPos	EndPos	Inner	Sentence	NEType	SourcePhrase	TargetNE	C	D	c	m	f	X	FL	TBD	AnnotationIssues	Comments
Test	1559	8	8	0	Hauptinitiator des “ Otter-Jazz “ ist der Oerreler Günter Wolters .	Location-derived	Oerreler	Oerrel	0	1	0	0	0	0	0	0		3
Test	1559	9	10	0	Hauptinitiator des “ Otter-Jazz “ ist der Oerreler Günter Wolters .	Person	Günter Wolters	Günter Wolters	0	0	0	0	0	0	0	1		[TBD]
Test	1560	8	8	0	Um nichts Anderes wird es bei den griechischen Finanztransaktionen auch gehen .	Location-derived	griechischen	griechischen	0	0	0	0	0	0	0	1		[TBD]
Test	1562	6	6	0	Abgestimmt wird in den Staaten Maryland und Virginia sowie in der Bundeshauptstadt Washington .	Location	Maryland	Maryland	0	0	0	0	0	0	0	1		[TBD]
Test	1562	8	8	0	Abgestimmt wird in den Staaten Maryland und Virginia sowie in der Bundeshauptstadt Washington .	Location	Virginia	Virginia	0	0	0	0	0	0	0	0		L
Test	1562	13	13	0	Abgestimmt wird in den Staaten Maryland und Virginia sowie in der Bundeshauptstadt Washington .	Location	Washington	Washington	0	0	0	0	0	0	0	0		L
Test	1565	2	2	0	Das Mineirão wurde von den Architekten Eduardo Mendes Guimarães Júnior und Caspar Garreto geplant .	Location	Mineirão	Mineirão	0	0	0	0	0	0	0	1		[TBD]
Test	1565	7	10	0	Das Mineirão wurde von den Architekten Eduardo Mendes Guimarães Júnior und Caspar Garreto geplant .	Person	Eduardo Mendes Guimarães Júnior	Eduardo Mendes Guimarães Júnior	0	0	0	0	0	0	0	1		[TBD]
Test	1565	12	13	0	Das Mineirão wurde von den Architekten Eduardo Mendes Guimarães Júnior und Caspar Garreto geplant .	Person	Caspar Garreto	Caspar Garreto	0	0	0	0	0	0	0	0		L
Test	1567	18	18	0	“ Die Würde der Tiere ging mit dem Wirtschaftlichkeitsdenken verloren .Die Welt draußen , außerhalb von Gut Aiderbichl , hat längst begonnen , sich anders zu arrangieren .	Location	Aiderbichl	Aiderbichl	0	0	0	0	0	0	0	0		L
Test	1569	3	3	0	Das Schloss Saint-Germain-en-Laye wurde von 1364 bis 1367 structurae.de , Stand : 24. August 2007 durch König Karl V. auf den Überresten einer alten Burg aus der Zeit Ludwigs IX .	Location	Saint-Germain-en-Laye	Saint-Germain-en-Laye	0	0	0	0	0	0	0	0		L
Test	1569	9	9	0	Das Schloss Saint-Germain-en-Laye wurde von 1364 bis 1367 structurae.de , Stand : 24. August 2007 durch König Karl V. auf den Überresten einer alten Burg aus der Zeit Ludwigs IX .	Other	structurae.de	structurae.de	0	0	0	0	0	0	0	1		[TBD]
Test	1569	18	19	0	Das Schloss Saint-Germain-en-Laye wurde von 1364 bis 1367 structurae.de , Stand : 24. August 2007 durch König Karl V. auf den Überresten einer alten Burg aus der Zeit Ludwigs IX .	Person	Karl V.	Karl V.	0	0	0	0	0	0	0	0		L
Test	1569	29	30	0	Das Schloss Saint-Germain-en-Laye wurde von 1364 bis 1367 structurae.de , Stand : 24. August 2007 durch König Karl V. auf den Überresten einer alten Burg aus der Zeit Ludwigs IX .	Person	Ludwigs IX	Ludwig IX	0	0	0	0	1	0	0	0		
Test	1570	3	3	0	Heute soll Asahari ohne die JI-Struktur auskommen .	Person	Asahari	Asahari	0	0	0	0	0	0	0	1		[TBD]
Test	1570	6	6	0	Heute soll Asahari ohne die JI-Struktur auskommen .	Organisation-part	JI-Struktur	JI	1	0	0	0	0	0	0	0		
Test	1572	8	8	0	Als die Rebellen im März 1227 in Vendôme den Kampf unterbrachen , zog sich Richard nach England zurück .	Location	Vendôme	Vendôme	0	0	0	0	0	0	0	1		[TBD]
Test	1572	15	15	0	Als die Rebellen im März 1227 in Vendôme den Kampf unterbrachen , zog sich Richard nach England zurück .	Person	Richard	Richard	0	0	0	0	0	0	0	1		[TBD]
Test	1572	17	17	0	Als die Rebellen im März 1227 in Vendôme den Kampf unterbrachen , zog sich Richard nach England zurück .	Location	England	England	0	0	0	0	0	0	0	0		L
Test	1573	11	11	0	Der Grossteil der Betroffenen lebt in Entwicklungs- und Schwellenländern in Afrika und Südostasien .	Location	Afrika	Afrika	0	0	0	0	0	0	0	0		L
Test	1573	13	13	0	Der Grossteil der Betroffenen lebt in Entwicklungs- und Schwellenländern in Afrika und Südostasien .	Location	Südostasien	Südostasien	0	0	0	0	0	0	0	0		L
Test	1574	4	4	0	Der Preis für OPEC-Rohöl ist unterdessen gesunken .	Organisation-part	OPEC-Rohöl	OPEC-Rohöl	0	0	0	0	0	0	0	1		[TBD]
Test	1578	4	4	0	Allerdings räumen viele CSU-Abgeordnete ein , dass es längst nicht mehr allein um die Auseinandersetzung zwischen Stoiber und der “ schönen Landrätin “ geht .	Organisation-part	CSU-Abgeordnete	CSU-Abgeordnete	0	0	0	0	0	0	0	1		[TBD]
Test	1578	17	17	0	Allerdings räumen viele CSU-Abgeordnete ein , dass es längst nicht mehr allein um die Auseinandersetzung zwischen Stoiber und der “ schönen Landrätin “ geht .	Person	Stoiber	Stoiber	0	0	0	0	0	0	0	1		[TBD]
Test	1579	6	6	0	Im Laufe seines Lebens sollte Owen über 30 Artikel über die Moas verfassen .	Person	Owen	Owen	0	0	0	0	0	0	0	1		[TBD]
Test	1581	7	7	0	Der Ball , so meint der MILF-Unterhändler Iqbal , liege bei der Regierung .	Organisation-part	MILF-Unterhändler	MILF	1	0	0	0	0	0	0	0		
Test	1581	8	8	0	Der Ball , so meint der MILF-Unterhändler Iqbal , liege bei der Regierung .	Person	Iqbal	Iqbal	0	0	0	0	0	0	0	1		[TBD]
Test	1582	5	5	0	Als es zum Königreich Bayern und später zum Landkreis Gersfeld ( aufgelöst 1932 ) gehörte , hatte es als Gerichtsstandort mit eigenem Gefängnis für die Umgebung größere Bedeutung .	Location	Bayern	Bayern	0	0	0	0	0	0	0	1		[TBD]
Test	1582	10	10	0	Als es zum Königreich Bayern und später zum Landkreis Gersfeld ( aufgelöst 1932 ) gehörte , hatte es als Gerichtsstandort mit eigenem Gefängnis für die Umgebung größere Bedeutung .	Location	Gersfeld	Gersfeld	0	0	0	0	0	0	0	1		[TBD]
Test	1586	4	4	0	Der Name dürfte deutschen Ursprungs sein , nachdem deutsche Siedler zu dieser Zeit in das ursprünglich sorbische Dorf kamen .	Location-derived	deutschen	deutschen	0	0	0	0	0	1	0	1	1	SNE is a simple lexeme and not derived
Test	1586	9	9	0	Der Name dürfte deutschen Ursprungs sein , nachdem deutsche Siedler zu dieser Zeit in das ursprünglich sorbische Dorf kamen .	Location-derived	deutsche	deutsche	0	0	0	0	0	0	0	1		[TBD]
Test	1586	17	17	0	Der Name dürfte deutschen Ursprungs sein , nachdem deutsche Siedler zu dieser Zeit in das ursprünglich sorbische Dorf kamen .	Location-derived	sorbische	sorbische	0	0	0	0	0	0	0	1		[TBD]
Test	1594	7	7	0	Seine Witwe , die Mutter von Robert und Jason , ist Talia Shire , die Michael Corleones Schwester Connie gespielt hat in der “ Pate “ -Trilogie ihres Bruders , des berühmtesten Coppola , Francis Ford .	Person	Robert	Robert	0	0	0	0	0	0	0	0		L
Test	1594	9	9	0	Seine Witwe , die Mutter von Robert und Jason , ist Talia Shire , die Michael Corleones Schwester Connie gespielt hat in der “ Pate “ -Trilogie ihres Bruders , des berühmtesten Coppola , Francis Ford .	Person	Jason	Jason	0	0	0	0	0	0	0	1		[TBD]
Test	1594	12	13	0	Seine Witwe , die Mutter von Robert und Jason , ist Talia Shire , die Michael Corleones Schwester Connie gespielt hat in der “ Pate “ -Trilogie ihres Bruders , des berühmtesten Coppola , Francis Ford .	Person	Talia Shire	Talia Shire	0	0	0	0	0	0	0	1		[TBD]
Test	1594	16	17	0	Seine Witwe , die Mutter von Robert und Jason , ist Talia Shire , die Michael Corleones Schwester Connie gespielt hat in der “ Pate “ -Trilogie ihres Bruders , des berühmtesten Coppola , Francis Ford .	Person	Michael Corleones	Michael Corleones	0	0	0	0	0	0	0	1		[TBD]
Test	1594	19	19	0	Seine Witwe , die Mutter von Robert und Jason , ist Talia Shire , die Michael Corleones Schwester Connie gespielt hat in der “ Pate “ -Trilogie ihres Bruders , des berühmtesten Coppola , Francis Ford .	Person	Connie	Connie	0	0	0	0	0	0	0	1		[TBD]
Test	1594	25	25	0	Seine Witwe , die Mutter von Robert und Jason , ist Talia Shire , die Michael Corleones Schwester Connie gespielt hat in der “ Pate “ -Trilogie ihres Bruders , des berühmtesten Coppola , Francis Ford .	Other	Pate	Pate	0	0	0	0	0	0	0	0		L
Test	1594	33	33	0	Seine Witwe , die Mutter von Robert und Jason , ist Talia Shire , die Michael Corleones Schwester Connie gespielt hat in der “ Pate “ -Trilogie ihres Bruders , des berühmtesten Coppola , Francis Ford .	Person	Coppola	Coppola	0	0	0	0	0	0	0	1		[TBD]
Test	1594	35	36	0	Seine Witwe , die Mutter von Robert und Jason , ist Talia Shire , die Michael Corleones Schwester Connie gespielt hat in der “ Pate “ -Trilogie ihres Bruders , des berühmtesten Coppola , Francis Ford .	Person	Francis Ford	Francis Ford	0	0	0	0	0	0	0	1		[TBD]
Test	1597	10	11	0	Da sich kaum noch Novizen fanden , beschloss die Heilige Synode 1764 schließlich seine Auflösung .	Organisation	Heilige Synode	Heilige Synode	0	0	0	0	0	0	0	0		L
Test	1599	4	5	0	Die Titelgeschichte “ Letzte Nacht “ hat einen geradezu empörenden Kick und rührt gleich zwei Tabus .	Other	Letzte Nacht	Letzte Nacht	0	0	0	0	0	0	0	0		L
Test	1600	5	5	0	Nach der Schlacht bei Nördlingen 1634 strömten rund 12.000 Flüchtlinge in die Stadt , im Folgejahr kam es zum Ausbruch der Pest .	Location	Nördlingen	Nördlingen	0	0	0	0	0	0	0	0		L
Test	1601	12	12	0	Der Haushalt belief sich im vergangenen Jahr auf rund 40,2 Millionen Euro .	Other	Euro	Euro	0	0	0	0	0	0	0	0		L
Test	1602	5	5	0	Seit 2008 wird bei TeBe auch Futsal gespielt .	Organisation	TeBe	TeBe	0	0	0	0	0	0	0	1		[TBD]
Test	1604	12	12	0	Hinter dem Extraktionsgitter folgt wieder das negativ geladene Regelungsgitter - der Wehneltzylinder .	Person-part	Wehneltzylinder	Wehneltzylinder	0	0	0	0	0	0	0	1		[TBD]
Test	1607	9	9	0	Zwischen 1871 und 1877 stand auch eine Steinkohlegrube Radzionkau im Betrieb , außerdem wurden auch Eisenerz und Kalkstein gefördert .	Location	Radzionkau	Radzionkau	0	0	0	0	0	0	0	1		[TBD]
Test	1609	9	9	0	Bereits bei seinem ersten größeren Turnier , der Junioren-Fußballweltmeisterschaft 1997 konnte seine Mannschaft um Stürmer Damien Duff die Bronzemedaille erringen und erreichte damit einen der größten Erfolge in der Geschichte des irischen Fußballs .	Organisation	Junioren-Fußballweltmeisterschaft	Junioren-Fußballweltmeisterschaft	0	0	0	0	0	0	0	0		L
Test	1609	16	17	0	Bereits bei seinem ersten größeren Turnier , der Junioren-Fußballweltmeisterschaft 1997 konnte seine Mannschaft um Stürmer Damien Duff die Bronzemedaille erringen und erreichte damit einen der größten Erfolge in der Geschichte des irischen Fußballs .	Person	Damien Duff	Damien Duff	0	0	0	0	0	0	0	1		[TBD]
Test	1609	32	32	0	Bereits bei seinem ersten größeren Turnier , der Junioren-Fußballweltmeisterschaft 1997 konnte seine Mannschaft um Stürmer Damien Duff die Bronzemedaille erringen und erreichte damit einen der größten Erfolge in der Geschichte des irischen Fußballs .	Location-derived	irischen	irischen	0	0	0	0	0	0	0	1		[TBD]
Test	1610	2	2	0	Von Berlin aus war das zu weit , also würden sie künftig fliegen . ? Natürlich vom nächstgelegenen Flughafen aus , von Tempelhof .	Location	Berlin	Berlin	0	0	0	0	0	0	0	1		[TBD]
Test	1610	23	23	0	Von Berlin aus war das zu weit , also würden sie künftig fliegen . ? Natürlich vom nächstgelegenen Flughafen aus , von Tempelhof .	Location	Tempelhof	Tempelhof	0	0	0	0	0	0	0	1		[TBD]
Test	1611	5	6	0	Nach seinem ersten Roman The South Anfang der 1990er schrieb Tóibín 1992 als zweiten Roman The Heather Blazing .	Other	The South	The South	0	0	0	0	0	0	0	0		L
Test	1611	11	11	0	Nach seinem ersten Roman The South Anfang der 1990er schrieb Tóibín 1992 als zweiten Roman The Heather Blazing .	Person	Tóibín	Tóibín	0	0	0	0	0	0	0	1		[TBD]
Test	1611	16	18	0	Nach seinem ersten Roman The South Anfang der 1990er schrieb Tóibín 1992 als zweiten Roman The Heather Blazing .	Other	The Heather Blazing	The Heather Blazing	0	0	0	0	0	0	0	1		[TBD]
Test	1615	8	8	0	Medizinische Versorgung Bis 1971 gab es in Quakenbrück zwei Krankenhäuser , das evangelische Bethanien-Krankenhaus und das katholische Borromäus-Hospital , deren Zusammenschluss am 23. September 1971 erfolgte .	Location	Quakenbrück	Quakenbrück	0	0	0	0	0	0	0	1		[TBD]
Test	1615	14	14	0	Medizinische Versorgung Bis 1971 gab es in Quakenbrück zwei Krankenhäuser , das evangelische Bethanien-Krankenhaus und das katholische Borromäus-Hospital , deren Zusammenschluss am 23. September 1971 erfolgte .	Organisation	Bethanien-Krankenhaus	Bethanien-Krankenhaus	0	0	0	0	0	0	0	1		[TBD]
Test	1615	18	18	0	Medizinische Versorgung Bis 1971 gab es in Quakenbrück zwei Krankenhäuser , das evangelische Bethanien-Krankenhaus und das katholische Borromäus-Hospital , deren Zusammenschluss am 23. September 1971 erfolgte .	Organisation	Borromäus-Hospital	Borromäus-Hospital	0	0	0	0	0	0	0	1		[TBD]
Test	1617	1	1	0	Berlin - Das schwache Ansehen der Landesregierung und die schlechte wirtschaftliche Lage im Land sind ausschlaggebend für die Einbußen der SPD und die hohen Gewinne der CDU bei der Wahl in Nordrhein-Westfalen .	Location	Berlin	Berlin	0	0	0	0	0	0	0	0		L
Test	1617	21	21	0	Berlin - Das schwache Ansehen der Landesregierung und die schlechte wirtschaftliche Lage im Land sind ausschlaggebend für die Einbußen der SPD und die hohen Gewinne der CDU bei der Wahl in Nordrhein-Westfalen .	Organisation	SPD	SPD	0	0	0	0	0	0	0	0		L
Test	1617	27	27	0	Berlin - Das schwache Ansehen der Landesregierung und die schlechte wirtschaftliche Lage im Land sind ausschlaggebend für die Einbußen der SPD und die hohen Gewinne der CDU bei der Wahl in Nordrhein-Westfalen .	Organisation	CDU	CDU	0	0	0	0	0	0	0	1		[TBD]
Test	1617	32	32	0	Berlin - Das schwache Ansehen der Landesregierung und die schlechte wirtschaftliche Lage im Land sind ausschlaggebend für die Einbußen der SPD und die hohen Gewinne der CDU bei der Wahl in Nordrhein-Westfalen .	Location	Nordrhein-Westfalen	Nordrhein-Westfalen	0	0	0	0	0	0	0	0		L
Test	1618	7	7	0	Sein offizielles botanisches Autorenkürzel lautet „ Hildebrandt “ .	Person	Hildebrandt	Hildebrandt	0	0	0	0	0	0	0	1		[TBD]
Test	1620	7	7	0	Nicht lumpen ließ sich der Sohn deutscher Einwanderer auch bei der Hochzeitsfeier .	Location-derived	deutscher	deutscher	0	0	0	0	0	0	0	1		[TBD]
Test	1621	3	3	0	Der Name Liebstadt kann als Synonym für eine liebliche Stätte ( Wohnstätte ) gedeutet werden und verweist vermutlich auf die geschützte Tallage .	Location	Liebstadt	Liebstadt	0	0	0	0	0	0	0	1		[TBD]
Test	1622	2	3	0	Die Universität Tübingen im Kaiserreich und in der Weimarer Republik .	Organisation	Universität Tübingen	Universität Tübingen	0	0	0	0	0	0	0	1		[TBD]
Test	1622	3	3	1	Die Universität Tübingen im Kaiserreich und in der Weimarer Republik .	Location	Tübingen	Tübingen	0	0	0	0	0	0	0	1		[TBD]
Test	1622	9	9	1	Die Universität Tübingen im Kaiserreich und in der Weimarer Republik .	Location-derived	Weimarer	Weimar	0	1	0	0	0	0	0	0		3
Test	1622	9	10	0	Die Universität Tübingen im Kaiserreich und in der Weimarer Republik .	Location	Weimarer Republik	Weimarer Republik	0	0	0	0	0	0	0	1		[TBD]
Test	1626	1	1	0	Bensberg verzichtet auf die vielfach in der Literatur zu findende Beschränkung auf große Datenmengen : Auch kleinere Datenmengen können bedeutungsvolle Muster enthalten , die sich durch Data-Mining entdecken und aufzeigen lassen .	Location	Bensberg	Bensberg	0	0	0	0	0	0	0	1		[TBD]
Test	1627	26	26	0	“ Die drei Stammspieler hätten wir gerne gehalten , aber ich bin mir dennoch sicher , dass wir unsere Qualität verbessert haben “ , sagt Weber , der in der neuen Saison einen 22-Mann-Kader zur Verfügung hat .	Person	Weber	Weber	0	0	0	0	0	0	0	1		[TBD]
Test	1628	6	6	0	Ahoy war , wie der US-Kolumnist William Safire zusammenfasste , „ für Land- und Telefonratten “ zu maritim und als Formel zu wenig auf Konversation ausgerichtet .	Location-part	US-Kolumnist	US-Kolumnist	0	0	0	0	0	0	0	1		[TBD]
Test	1628	7	8	0	Ahoy war , wie der US-Kolumnist William Safire zusammenfasste , „ für Land- und Telefonratten “ zu maritim und als Formel zu wenig auf Konversation ausgerichtet .	Person	William Safire	William Safire	0	0	0	0	0	0	0	1		[TBD]
Test	1629	2	2	0	“ Amon ist roter Wunschkandidat für fast alles im ORF .	Person	Amon	Amon	0	0	0	0	0	0	0	1		[TBD]
Test	1629	10	10	0	“ Amon ist roter Wunschkandidat für fast alles im ORF .	Organisation	ORF	ORF	0	0	0	0	0	0	0	1		[TBD]
Test	1630	2	2	0	“ BMW in der DTM - darauf warten die DTM-Fans seit geraumer Zeit “ , freut sich ITR-Chef Hans Werner Aufrecht .	Organisation	BMW	BMW	0	0	0	0	0	0	0	1		[TBD]
Test	1630	5	5	0	“ BMW in der DTM - darauf warten die DTM-Fans seit geraumer Zeit “ , freut sich ITR-Chef Hans Werner Aufrecht .	Organisation	DTM	DTM	0	0	0	0	0	0	0	1		[TBD]
Test	1630	10	10	0	“ BMW in der DTM - darauf warten die DTM-Fans seit geraumer Zeit “ , freut sich ITR-Chef Hans Werner Aufrecht .	Organisation-part	DTM-Fans	DTM-Fans	0	0	0	0	0	0	0	1		[TBD]
Test	1630	18	18	0	“ BMW in der DTM - darauf warten die DTM-Fans seit geraumer Zeit “ , freut sich ITR-Chef Hans Werner Aufrecht .	Organisation-part	ITR-Chef	ITR-Chef	0	0	0	0	0	0	0	1		[TBD]
Test	1630	19	21	0	“ BMW in der DTM - darauf warten die DTM-Fans seit geraumer Zeit “ , freut sich ITR-Chef Hans Werner Aufrecht .	Person	Hans Werner Aufrecht	Hans Werner Aufrecht	0	0	0	0	0	0	0	1		[TBD]
Test	1631	9	9	0	1979 bis 1980 besuchte er die Berufsfachschule in Düsseldorf und schloss diese als Beton- und Stahlbetonbauermeister ab .	Location	Düsseldorf	Düsseldorf	0	0	0	0	0	0	0	0		L
Test	1633	14	14	0	Bereits ab Mitte der 1540er Jahre hatten erste Religionsflüchtlinge und ihre Sympathisanten die Niederlande verlassen , als die spanischen Könige Karl V. und Philipp II. die Reformierten gewaltsam unterdrückten .	Location	Niederlande	Niederlande	0	0	0	0	0	0	0	1		[TBD]
Test	1633	19	19	0	Bereits ab Mitte der 1540er Jahre hatten erste Religionsflüchtlinge und ihre Sympathisanten die Niederlande verlassen , als die spanischen Könige Karl V. und Philipp II. die Reformierten gewaltsam unterdrückten .	Location-derived	spanischen	spanischen	0	0	0	0	0	0	0	1		[TBD]
Test	1633	21	22	0	Bereits ab Mitte der 1540er Jahre hatten erste Religionsflüchtlinge und ihre Sympathisanten die Niederlande verlassen , als die spanischen Könige Karl V. und Philipp II. die Reformierten gewaltsam unterdrückten .	Person	Karl V.	Karl V.	0	0	0	0	0	0	0	0		L
Test	1633	24	25	0	Bereits ab Mitte der 1540er Jahre hatten erste Religionsflüchtlinge und ihre Sympathisanten die Niederlande verlassen , als die spanischen Könige Karl V. und Philipp II. die Reformierten gewaltsam unterdrückten .	Person	Philipp II.	Philipp II.	0	0	0	0	0	0	0	0		L
Test	1636	9	9	0	Er gehen davon aus , “ dass die bayerische Staatsregierung ihre Entscheidung gut begründen kann “ .	Location-derived	bayerische	bayerische	0	0	0	0	0	0	0	1		[TBD]
Test	1637	6	7	0	Weblinks *#gb_found Der Text im Projekt Gutenberg-de *#casanova Besprechung Literatur ;Quelle *Arthur Schnitzler : Casanovas Heimfahrt .	Other	Projekt Gutenberg-de	Projekt Gutenberg-de	0	0	0	0	0	0	0	0		L
Test	1637	8	8	0	Weblinks *#gb_found Der Text im Projekt Gutenberg-de *#casanova Besprechung Literatur ;Quelle *Arthur Schnitzler : Casanovas Heimfahrt .	Person-part	*#casanova	*#casanova	0	0	0	0	0	0	0	0	2;3	L correcht type "Person". SNE is not a compound, correct spelling "Casanova"
Test	1637	12	13	0	Weblinks *#gb_found Der Text im Projekt Gutenberg-de *#casanova Besprechung Literatur ;Quelle *Arthur Schnitzler : Casanovas Heimfahrt .	Person	*Arthur Schnitzler	*Arthur Schnitzler	0	0	0	0	0	0	0	0	3	L
Test	1637	15	15	1	Weblinks *#gb_found Der Text im Projekt Gutenberg-de *#casanova Besprechung Literatur ;Quelle *Arthur Schnitzler : Casanovas Heimfahrt .	Person	Casanovas	Casanovas	0	0	0	0	0	0	0	1		[TBD]
Test	1637	15	16	0	Weblinks *#gb_found Der Text im Projekt Gutenberg-de *#casanova Besprechung Literatur ;Quelle *Arthur Schnitzler : Casanovas Heimfahrt .	Other	Casanovas Heimfahrt	Casanovas Heimfahrt	0	0	0	0	0	0	0	1		[TBD]
Test	1638	1	1	0	Fischer kommt nicht umhin , eigene Fehler deutlich zu benennen und einzuräumen .	Person	Fischer	Fischer	0	0	0	0	0	0	0	1		[TBD]
Test	1640	3	3	0	Besonders in Europa hätten die Händler ihre Bestände verringert , was zu einem niedrigeren Absatz im ersten Quartal geführt habe , teilte das Unternehmen mit .	Location	Europa	Europa	0	0	0	0	0	0	0	0		L
Test	1641	9	9	0	Doch auch diesmal gab angeblich keine Freigabe der US-Generäle .	Location-part	US-Generäle	US-Generäle	0	0	0	0	0	0	0	1		[TBD]
Test	1644	6	7	0	Leben und Taten des U-Boot-Kommandanten Günther Prien .	Person	Günther Prien	Günther Prien	0	0	0	0	0	0	0	1		[TBD]
Test	1645	6	6	0	Zum Ende der Saison gewann Södergren mit der Staffel in Falun sein erstes Weltcuprennen und verpasste als Vierter bei den Militärweltmeisterschaften nur knapp eine Medaille im 15-Kilometer-Rennen .	Person	Södergren	Södergren	0	0	0	0	0	0	0	1		[TBD]
Test	1645	11	11	0	Zum Ende der Saison gewann Södergren mit der Staffel in Falun sein erstes Weltcuprennen und verpasste als Vierter bei den Militärweltmeisterschaften nur knapp eine Medaille im 15-Kilometer-Rennen .	Location	Falun	Falun	0	0	0	0	0	0	0	1		[TBD]
Test	1645	21	21	0	Zum Ende der Saison gewann Södergren mit der Staffel in Falun sein erstes Weltcuprennen und verpasste als Vierter bei den Militärweltmeisterschaften nur knapp eine Medaille im 15-Kilometer-Rennen .	Organisation	Militärweltmeisterschaften	Militärweltmeisterschaft	0	0	0	0	1	0	0	0		
Test	1646	1	1	0	Nelusco beschließt , mit seiner Herrin und Geliebten im Tod vereint zu sein .	Person	Nelusco	Nelusco	0	0	0	0	0	0	0	1		[TBD]
Test	1647	6	7	0	Die Gastgeber schicken wie der RFV Frankenberg mehrere Teams ins Rennen .	Organisation	RFV Frankenberg	RFV Frankenberg	0	0	0	0	0	0	0	1		[TBD]
Test	1647	7	7	1	Die Gastgeber schicken wie der RFV Frankenberg mehrere Teams ins Rennen .	Location	Frankenberg	Frankenberg	0	0	0	0	0	0	0	1		[TBD]
Test	1648	3	4	0	Insgesamt habe Sandra Fischbach eine sowohl methodisch äußerst anspruchsvolle als auch qualitativ und stilistisch ausgezeichnete Diplomarbeit vorgelegt .	Person	Sandra Fischbach	Sandra Fischbach	0	0	0	0	0	0	0	1		[TBD]
Test	1649	7	7	0	Zur Stadt gehört auch die Ortslage Bahňák , die früher den Namen Baťov trug .	Location	Bahňák	Bahňák	0	0	0	0	0	0	0	0		L
Test	1649	13	13	0	Zur Stadt gehört auch die Ortslage Bahňák , die früher den Namen Baťov trug .	Location	Baťov	Baťov	0	0	0	0	0	0	0	1		[TBD]
Test	1650	6	7	0	Er arbeitete als Privatgelehrter in Groß Karben , von wo aus er mit Wissenschaftlern im Austausch stand .	Location	Groß Karben	Groß Karben	0	0	0	0	0	0	0	1		[TBD]
Test	1651	6	7	0	( 1209–1244 ) :Bekam die Burg Waldeck und die dazugehörige Herrschaft Waldeck in der Oberpfalz und war mit der Tochter des Burggrafen von Nürnberg vermählt .	Location	Burg Waldeck	Burg Waldeck	0	0	0	0	0	0	0	1		[TBD]
Test	1651	7	7	1	( 1209–1244 ) :Bekam die Burg Waldeck und die dazugehörige Herrschaft Waldeck in der Oberpfalz und war mit der Tochter des Burggrafen von Nürnberg vermählt .	Location	Waldeck	Waldeck	0	0	0	0	0	0	0	0		L
Test	1651	12	12	0	( 1209–1244 ) :Bekam die Burg Waldeck und die dazugehörige Herrschaft Waldeck in der Oberpfalz und war mit der Tochter des Burggrafen von Nürnberg vermählt .	Location	Waldeck	Waldeck	0	0	0	0	0	0	0	0		L
Test	1651	15	15	0	( 1209–1244 ) :Bekam die Burg Waldeck und die dazugehörige Herrschaft Waldeck in der Oberpfalz und war mit der Tochter des Burggrafen von Nürnberg vermählt .	Location	Oberpfalz	Oberpfalz	0	0	0	0	0	0	0	1		[TBD]
Test	1651	24	24	0	( 1209–1244 ) :Bekam die Burg Waldeck und die dazugehörige Herrschaft Waldeck in der Oberpfalz und war mit der Tochter des Burggrafen von Nürnberg vermählt .	Location	Nürnberg	Nürnberg	0	0	0	0	0	0	0	0		L
Test	1652	8	8	0	Diese hatte damals die Oberhoheit über die Kapkolonie inne .	Location	Kapkolonie	Kapkolonie	0	0	0	0	0	0	0	0		L
Test	1653	5	5	0	Der 75jährige Hausbewohner ( Jäger ) hatte morgens um 07.45 Uhr das Haus bereits verlassen .	Person	Jäger	Jäger	0	0	0	0	0	0	0	0		L
Test	1654	4	5	0	Danach soll sich van Gaal vor kurzem mit der Vereinsführung darauf geeinigt haben , den zum Saisonende auslaufenden Vertrag um ein Jahr bis 30. Juni 2012 zu verlängern .	Person	van Gaal	van Gaal	0	0	0	0	0	0	0	1		[TBD]
Test	1657	6	7	0	1908 wird zum 60jährigen Regierungsjubiläum Fran Josefs eine Linde im Ortsteil Böhmdörfel gepflanzt , der „ Kaiserbaam “ , Gutsherr Graf Kinsky läßt daraufhin eine Lindenallee pflanzen .	Person	Fran Josefs	Fran Josefs	0	0	0	0	0	0	0	1		[TBD]
Test	1657	12	12	0	1908 wird zum 60jährigen Regierungsjubiläum Fran Josefs eine Linde im Ortsteil Böhmdörfel gepflanzt , der „ Kaiserbaam “ , Gutsherr Graf Kinsky läßt daraufhin eine Lindenallee pflanzen .	Location	Böhmdörfel	Böhmdörfel	0	0	0	0	0	0	0	1		[TBD]
Test	1657	22	22	0	1908 wird zum 60jährigen Regierungsjubiläum Fran Josefs eine Linde im Ortsteil Böhmdörfel gepflanzt , der „ Kaiserbaam “ , Gutsherr Graf Kinsky läßt daraufhin eine Lindenallee pflanzen .	Person	Kinsky	Kinsky	0	0	0	0	0	0	0	0		L
Test	1658	1	1	0	Müller-Scheessel war Mitbegründer der Zeitschrift Niedersachsen , für die er auch Illustrationen beisteuerte .	Person	Müller-Scheessel	Müller-Scheessel	0	0	0	0	0	0	0	1		[TBD]
Test	1660	4	4	0	Im Gegenzug könnte Straßburg ein europäisches Forschungszentrum erhalten .	Location	Straßburg	Straßburg	0	0	0	0	0	0	0	0		L
Test	1660	6	6	0	Im Gegenzug könnte Straßburg ein europäisches Forschungszentrum erhalten .	Location-derived	europäisches	europäisches	0	0	0	0	0	0	0	1		[TBD]
